_id,job_name,category
8n4az,數據分析師,Data Scientist / Analyst
8py5c,監造助理工程師【南港區】,General Software Engineer
8sz8e,資深 LLM/AI工程師,AI Engineer / Researcher
718kr,軟體工程師_數據工程師ETL_101D,Data Engineer
7bsis,應用系統開發工程師,General Software Engineer
8syk8,Cheif of AI,AI Engineer / Researcher
8d9qp,營造行政,Others
76y30,行政業務助理,Others
8pm7o,DBA管理師,Others
89ru7,建案售服專員,Others
8rbea,資深生成式AI工程師,AI Engineer / Researcher
8czif,IT 資訊工程師,General Software Engineer
8li23,數位轉型發展中心-AI研發部【Generative AI Engineer】,AI Engineer / Researcher
8aa36,圖資處理人員[台北中山],Others
8vp1l,AI 應用工程師_內湖_JR202511019,AI Engineer / Researcher
8k30n,AI應用工程師 / AI & Automation Engineer,AI Engineer / Researcher
6uwpa,【資訊】系統管理師,Others
8o5hv,Lead AI Engineer 首席AI工程師,AI Engineer / Researcher
72r9v,網頁程式研發工程師(資訊組),General Software Engineer
6xyzl,駐點工程師-B114,General Software Engineer
8lops,【系統管理】資料庫管理規劃師,Others
8vbms,SEO工程師,General Software Engineer
87umy,數位科技處-數據管理師(PM),Others
8uoha,.NET 工程師 ( Senior ),Backend Engineer
8q0na,【國際合作及資安治理中心】資安治理數據分析師(台北),Data Scientist / Analyst
65wsl,工務,Others
7znf1,【軟體後端服務 產品程式支援工程師】全球美商金融軟體公司 Client Solutions Analyst,Backend Engineer
8dcan,工務助理(會CAD繪圖佳),Others
8mpgl,遠雄房地產-智慧平台專案,Others
4owz9,Database Administrator Engineer  (DBA) 資料庫工程師  #MS SQL  #Data & AI  #ACT年度敏捷組織 #Team Leader 為技術大神,AI Engineer / Researcher
8uvaj,【總管理處】ESG Data Analyst,Data Scientist / Analyst
8qlb0,【FMCG】Staff Engineer (Power BI/Cognos BI),General Software Engineer
8mspj,【台北總公司】【監造部】專案工程師,General Software Engineer
7xq15,機電工程師(北北基桃),General Software Engineer
84qn0,軟體後端資深/主任工程師_樓宇自動化事業群(智慧園區解決方案)(內湖),QA / Automation Engineer
7xr5h,工務,Others
8v0v7,數據分析師,Data Scientist / Analyst
8w293,[台北]  系統設計工程師,General Software Engineer
8p4jy,資料庫管理師(DBA),Others
8jm4g,系統維運工程師,General Software Engineer
3x3i2,後端工程師,Backend Engineer
8rluk,T－機房／系統維運人員（台北）,Others
8donp,工地主任,Others
8322s,中、北區水務管線設計、估價、採購工程師,General Software Engineer
8l2ub,研究經理【公司擴編】,Others
8sw6u,【外商x年薪破70萬】IT數據分析與系統維護專員(會SQL尤佳),Data Scientist / Analyst
8pwyo,【擴編職缺】中階/資深 iOS 工程師  Mid./Sr. iOS Engineer,General Software Engineer
8vw9f,Power Platform工程師｜流程自動化專家,QA / Automation Engineer
8vbw3,Data Center TPM (可遠端),Others
7o0le,室內設計師,Others
6i40b,JAVA engineer (年薪百萬/大型專案/新技術),Backend Engineer
8ut83,工務管理師/工務行政員,Others
77cs7,助理工程師,General Software Engineer
8u8ct,車聯網SaaS系統 - 前端工程師 Frontend Engineer,Frontend Engineer
8g4hn,資深商業數據分析師  Senior Business Intelligence Analyst,Data Scientist / Analyst
6jd84,Oracle資料庫【技術顧問/工程師】(台北),General Software Engineer
8rn2w,<緯來集團>AI 應用科學家,AI Engineer / Researcher
8uhy0,軟體工程師,General Software Engineer
8nkgi,【誠品團隊】資深數據規劃師,Others
8uav2,專案工程管理,Others
6u7bu,BI 遊戲數據分析工程師(Data Scientist),Data Scientist / Analyst
8r9t4,RD21855 軟體工程師(消費型產品),General Software Engineer
8m3qp,食品品管人員(國內商品管理部門),Others
8sjmu,AI 應用專員,AI Engineer / Researcher
87vo6,"資料科學工程師 （Data Science R&D）雲原生平台產品開發 - 資料科學研發 (數數發中心, DDT)_I00015788",Data Scientist / Analyst
8vcfa,【資訊】早班應用系統管理員(台北市內湖區),Others
3l8hf,JAVA 資深工程師（PG＋SD）,Backend Engineer
8dbf6,油漆監工人員(工作地點:北區),Others
774xj,資訊助理工程師,General Software Engineer
8uk72,後端工程師,Backend Engineer
8k0ya,資訊副理,Others
8k4sq,A-商場物業管理專員(年後報到),Others
7z3gu,Data Project Manager 資料專案經理 #Data & AI  #ACT年度敏捷組織,AI Engineer / Researcher
7n2mw,專案經理 Project Manager,Others
8vmyw,2026年度監造土建品管工程師(儲備)邀請想轉職的您(公共工程建築類),General Software Engineer
8vmog,T504.7-產品開發全端工程師,Fullstack Engineer
8n6l5,（B5）數據分析工程師,Data Scientist / Analyst
8dkbo,【網路行銷部】Vue前端工程師,Frontend Engineer
87kx2,工程秘書,Others
8o5hr,Head of AI Engineering,AI Engineer / Researcher
7naou,資訊系統部後端程式設計師,Backend Engineer
8sf1j,資深軟體開發工程師_企業架構設計_資訊處(內湖),General Software Engineer
705j6,高級運維工程師,DevOps / SRE / Cloud Engineer
8s24w,【水電半技】起薪不怕低，有管道有獎金，帶你一路拚出高薪,Others
8si6i,AI 工程師  AI Engineer,AI Engineer / Researcher
8pwzb,【擴編職缺】中階/資深 Android 工程師  Mid./Sr. Android Engineer,General Software Engineer
68x6w,"【雷亞遊戲_產品研發處】Software Engineer, Site Reliability and Architecture (伺服器維運與架構可靠度改良)",DevOps / SRE / Cloud Engineer
8t2s6,駐點工程師_UI/UX 工程師,Frontend Engineer
8pfo4,PHP 工程師,Backend Engineer
8g4qf,【數位驅動】數位金融 X AI 工讀生_I00017694,AI Engineer / Researcher
8q1t4,【高併發 × Golang Engineer】,Backend Engineer
84ofv,數據工程師實習生 Data Engineer Intern,Data Engineer
8f4w5,裝潢工程監工 / 室內設計工務,Others
8qgs9,資訊人員 (應用系統開發),Others
8v0up,【前瞻研究籌獲中心-架構設計組】AI研究員(台北),AI Engineer / Researcher
8i129,AI軟體工程師,AI Engineer / Researcher
7hpa6,【營建業採購】助理｜工程師｜主任(儲備主管),General Software Engineer
7hq5w,全端工程師,Fullstack Engineer
8utth,AI 模型訓練專員（AI Model Training Specialist）,AI Engineer / Researcher
40pcd,元大證券-資訊系統管理部-資訊系統管理工程師,General Software Engineer
7igfz,公共工程整修工地主任-防水專業營造業,Others
64krq,北區-資訊 IT工程師,General Software Engineer
7q4bo,資深行政總務專員,Others
8khvm,前端工程師 Frontend Engineer｜Vue 前端工程師【股感媒體科技】,Frontend Engineer
8nrgf,AI人員,AI Engineer / Researcher
6vzmi,現場工程師,General Software Engineer
8b1ag,軟體工程師,General Software Engineer
8e43k,RPG工程師,General Software Engineer
8uj44,影像演算法/ISP 調校工程師,AI Engineer / Researcher
7wvyt,系統支援工程師,General Software Engineer
8s7pq,MIS工程師,General Software Engineer
8rn3d,日本儲能案場工程師 (外派)可接受長期外派,General Software Engineer
8i5bh,【Saas 系統】Java 前端/全端開發工程師,Fullstack Engineer
8qbt4,悠由數據應用股份有限公司_技術研發部實習生,Others
89e29,產品經理,Others
6hn0f,新媒體互動程式設計師,Others
80pr3,Technical Developer,General Software Engineer
7wxb5,田野調查員,Others
8ce8a,C# 資深工程師（MVC / Web 為主）,Frontend Engineer
8hfmf,研發部 | 後端工程師(Node.js) | Backend developer,Backend Engineer
7yjfv,C#高級開發工程師,Backend Engineer
8a3nj,網路業務工程師,General Software Engineer
8rf3o,監造經理,Others
8srkv,翰旭工程誠徵【行政人員/助理】,Others
8uib3,【金融科技】Data Team Lead,Others
7ffzh,資深系統工程師,DevOps / SRE / Cloud Engineer
20npb,港埠經營管理師,Others
8uum9,數據分析師（Game Data Analyst）,Data Scientist / Analyst
7c60v,燦坤總部-資訊部-資訊系統應用組主管,Others
8ec4f,現場工務,Others
8s28y,【工程助理】起薪不怕低，有管道有獎金，帶你一路拚出高薪,Others
7t6fy,機電工程 - 現場專案主任,Others
56zfg,遊戲服務端工程師(R-01),General Software Engineer
843nr,監造工程師(台北),General Software Engineer
71gxw,資訊部副管理師(台北總公司),Others
8a39q,"【數位驅動】AI數據系統分析師(數數發中心, DDT)_I00014664",AI Engineer / Researcher
8uip5,ETL工程師(數據管理),Data Engineer
8j2c1,【前瞻研究籌獲中心】AI研發工程師(台北),AI Engineer / Researcher
8hqw7,全端工程師,Fullstack Engineer
8tmoy,[IFM] Project  Manager - office fit-out (銀行/ 室內設計),Others
8dkbm,【網路行銷部】JAVA後端工程師,Backend Engineer
8vq1r,年後職缺搶先看｜【外貿協會】市場情報中心－爬蟲工程師＿OCS_830,General Software Engineer
85cj0,專案經理(CST2),Others
8w1w6,"System Analyst 系統分析師 - Engineering, AI & Data - T&T- Taipei",AI Engineer / Researcher
8sha3,PHP工程師(可先談),Backend Engineer
86y95,軟體開發工程師(無工作經驗可)(歡迎新鮮人),General Software Engineer
8spyq,LLM 實習生,AI Engineer / Researcher
8w1t8,【千附集團】工程採購主管(台北),Others
77nzv,SA10216 Software Product Manager (Gaming Gear & AI Integration),AI Engineer / Researcher
8rk6a,【光華好室】品管工程師,General Software Engineer
83yx7,生成式AI工程師,AI Engineer / Researcher
8b4a1,"【數位驅動】AI技術/應用規劃分析師(數數發中心, DDT)_I00016913",AI Engineer / Researcher
8nx1n,A－TPM（ETL專案）（台北）,Data Engineer
8fbpl,技術主管,Others
7wgle,Field Application Engineer 現場應用工程師,General Software Engineer
3wmi5,工務人員,Others
8i42d,軟體工程師-S101,General Software Engineer
8tk1g,資料庫主任,Others
8mn0w,資訊臨時人員 ( 總會行政管理處資訊組，職務代理人 ),Others
8imbd,Golang 後端工程師 (Senior),Backend Engineer
8usr2,資訊部全球應用系統組主管,Others
84hnu,室內裝修工務/工程師,General Software Engineer
7ogcd,網站營運管理師,Others
8rh71,倉儲建置專案管理專員 / B2C,Others
8q30p,資訊管理人員,Others
86l0m,採發人員,Others
8p75u,善用AI！資深數位行銷人員｜網站分析｜廣告優化｜行銷自動化流程設計,AI Engineer / Researcher
8pcrx,#金融業管理經驗是必要條件  #年底最後一波 !!!【外商資產管理公司】Senior Application Team Lead (C#),Backend Engineer
76peb,工程助理/工務行政助理,Others
8n911,"【國泰集團】 AI資料科學家 Data&AI Scientist – (數數發中心, DDT)_I00020724",AI Engineer / Researcher
8o9pp,AI/BI CRM 數據分析暨系統架構工程師_BODC,AI Engineer / Researcher
7s3xz,【物流技術】PHP開發工程師(物流科),Backend Engineer
8vtne,網站編輯專員Multimedia Editorial Specialist,Others
8hqzb,AI抗體模擬演算法工程師,AI Engineer / Researcher
788ys,程式設計師_前端_Frontend Engineer,Frontend Engineer
8uh7c,後端工程師- 後台開發組,Backend Engineer
8nnei,GIS程式設計師,Others
8vg4q,資深人力資源專員（Senior HR Generalist）/HRBP,Others
8uj3i,Java 軟體工程師 (金融業),Backend Engineer
8cx86,後端工程師,Backend Engineer
8nfht,【TCC Group Holdings】Digital Intelligence Navigator,Others
8lg3e,資訊設備支援工程師(台北區) (20250102BIT00001),General Software Engineer
6rezg,【機電事業】新建工程/機電工程主任,Others
8sf46,工程副理,Others
8sbjt,1. 專案經理(會計應用系統),Others
87svq,SA系統分析師,Others
8usk6,[行政]健康台灣深耕計畫-AI資訊工程師(範疇3子計畫11),AI Engineer / Researcher
8vulb,"[PDS] Assistant Project Manager (Taipei 101, 20F/台北信義區)",AI Engineer / Researcher
88oyo,"AI/數據應用分析師 Data&AI Solution Analyst - 集團徵才(數數發中心, DDT)_I00016333",AI Engineer / Researcher
7h0o4,IT工程師,General Software Engineer
8svj4,預鑄工程師 (總部),General Software Engineer
8vnd2,銀行科技 - 測試策略經理 Testing Strategy Manager,QA / Automation Engineer
8icg4,工地主任 (新店烏來區),Others
8qfg0,資訊部-軟體工程師(台北總公司),General Software Engineer
8qteg,工程助理,Others
8jou5,營造工程師,General Software Engineer
8vjbx,個金_數據平台規劃人員(海外),Others
8t3cn,AI工程師 (20250808BL300001),AI Engineer / Researcher
8jqsr,機電 工程師,General Software Engineer
8jiuq,建設部主任,Others
8e9fi,翰旭工程誠徵【現場工務人員】,Others
8msn8,資深工程師,General Software Engineer
7pimd,一鷺炭火燒鳥-行政部-系統資訊主任(正職社員),Others
8k864,Project Leader Engineering 專案主任工程師,General Software Engineer
8dhfj,iOS APP程式設計師,Others
8ls5g,Sr. Full-stack/Java Software Engineer (NE),Fullstack Engineer
7kq64,【營建管理部】駐地專案經理 (地點：台北市士林區),Others
8na01,統一超商系統專員(歡樂店專案),Others
8dfhc,【誠品團隊】B2B系統客服行政專員,Others
8twc9,系統整合工程師,General Software Engineer
8vzcm,文書人員,Others
8ll7l,工程助理,Others
62q9w,.Net 軟體工程師,Backend Engineer
8shry,空調業務課長,Others
776gw,機電助理工程師/現場助理工程師(台北市/新北市/台南後壁) ~有意願者可培訓,General Software Engineer
8sxns,百貨業現場工務,Others
8u93b,資料科學家_(創新發展處),Data Scientist / Analyst
8d57b,資訊處-程式設計人員(.NET工程師),Backend Engineer
8tt4e,T－雲端維護工程師（7x24）（台北）,DevOps / SRE / Cloud Engineer
66j5y,醫檢/醫療照護診斷設備事業處/資訊工程師,General Software Engineer
84ajs,MSSQL DBA 資料庫管理人員,Others
8nktz,AI應用研發工程師_(Beyond Lab),AI Engineer / Researcher
8uga6,Sr. 前端工程師,Frontend Engineer
83ojx,AWS工程師 AWS Engineer,DevOps / SRE / Cloud Engineer
7v1ot,Java程式設計師,Backend Engineer
88t8t,Cloud Engineer 雲端工程師/Software軟體工程師 (Hybrid Work混合辦公),DevOps / SRE / Cloud Engineer
7mtc8,前端工程師,Frontend Engineer
7w3vq,工業服務專案經理/工程師,General Software Engineer
6fgsf,JAVA工程師(資訊部),Backend Engineer
8ngji,AI數據科學家/ AI機器學習工程師（金融投資領域）,AI Engineer / Researcher
8j2e0,高階主管,Others
79dmh,研發部 | 前端工程師(Vue.js) | Frontend developer,Frontend Engineer
89ofx,【數位驅動】App Developer(Android/iOS) – 國泰世華網路銀行CUBE App_I00003460,Embedded / Firmware Engineer
8p29e,統一超商技術經理(uniopen電商),Others
8uhg9,PA0504 AI 資深資料科學家 AI Senior Data Scientist(內湖),AI Engineer / Researcher
8qcxg,Android APP 工程師,General Software Engineer
8ufz7,【南港知名美商電腦原廠 】Testing Project Manager. KA_816,QA / Automation Engineer
895jc,60106R2_Java 工程師,Backend Engineer
8lo4q,工地行政助理 (工作地點：台北市),Others
7hncz,機電工程師(專案管理),General Software Engineer
87j13,【Node.js/Typescript】資深後端工程師 Senior Backend Engineer,Backend Engineer
8k7u8,醫療資訊系統工程師,DevOps / SRE / Cloud Engineer
8ipyv,【軟體後端服務 投資金融產品支援工程師】全球美商金融軟體公司 Technical/Investment Support Engineer | 精通中英文+無經驗可 |,Backend Engineer
7yhsd,企業系統整合人才 Corporate System Integration Professional,Others
8vbom,[金融] C# .Net 及 .net Core 軟體工程師,Backend Engineer
5hmrh,Java程式設計師,Backend Engineer
8ovx6,T100開發工程師,General Software Engineer
7omi9,Java 軟體工程師(全端),Fullstack Engineer
8w3xw,助理 (客戶服務) ID198797,Others
8q544,Sr. Backend Engineer 資深後端工程師,Backend Engineer
8vsgw,旅客服務系統副工程師,General Software Engineer
8t2sn,駐點工程師_前端工程師,Frontend Engineer
7nnhu,資訊處-程式設計師,Others
7ty1z,全端工程師（卡內基總部，近台北車站，福利優）,Fullstack Engineer
8cbyv,後端工程主管,Backend Engineer
7yv1a,採購及估算（台北）,Others
80819,前端工程師[台北],Frontend Engineer
8v90l,Vue 前端開發工程師-Vue Frontend Developer-SL,Frontend Engineer
7rle7,後端工程師 ｜ Backend Engineer (Golang),Backend Engineer
8m55a,數位科技中心 徵聘 ASP.NET C# 程式設計師（歡迎應屆畢業生、轉職新手）,Backend Engineer
7cgiy,Senior System Engineer | 資深系統工程師,DevOps / SRE / Cloud Engineer
8sohg,業務助理*,Others
8sma1,機電/系統工程專案管理師(北區),DevOps / SRE / Cloud Engineer
77jpv,【金融科技】數位平台企劃-Web/APP Product Manager(經驗行員),Frontend Engineer
66jhi,JAVA工程師,Backend Engineer
8m2p8,工程採發專員,Others
8asnt,SC-【半導體科技】IT 資訊人員 (月薪40~45K、保障一個月年終、2~3年經驗、英文中等、台北),Others
8tqsn,零件工程師,General Software Engineer
8vyza,Senior Data Scientist,Data Scientist / Analyst
8cxjq,Senior Software Engineer (iOS),General Software Engineer
6do9d,科技金融_Treasury財工軟體開發工程師,General Software Engineer
7s6ed,SRE (Site Reliability Engineer),DevOps / SRE / Cloud Engineer
8jeta,系統整合開發工程師,General Software Engineer
8w68o,全端工程師,Fullstack Engineer
8l9l9,公共工程品管師,Others
3l6qr,Java J2EE 軟體工程師,Backend Engineer
8t2a7,機電工程工務助理/工程師(台北北投),General Software Engineer
6pt67,現場工務/工地監工（防水工程專業營造業）有工程經驗佳,Others
6v4vg,資料庫維護軟體開發(實習),General Software Engineer
8gcgt,Backend Engineer後端工程師,Backend Engineer
82r7e,【雲服務部】- DBA資料庫管理師,Others
8sw0y,PHP 助理維運工程師,Backend Engineer
8prxp,PHP程式設計師,Backend Engineer
8t4xk,《台北總公司》軟體工程師/全端工程師,Fullstack Engineer
80zho,High Frequency Trading Research 量化交易研究員,Others
878io,購物車PHP+Laravel 工程師,Backend Engineer
8ibzy,[資訊部]軟體資訊技術經理/技術長,General Software Engineer
7v7o1,工務助理(台北市信義區/台北市北投區)【夜間就讀可】,Others
8dhep,SAP ABAP Programmer,General Software Engineer
5r46h,後端開發工程師Backend Developer(ASP.NET),Backend Engineer
8e7by,雲端工程師(美商AI & 軟體龍頭 RD Team),AI Engineer / Researcher
8cbfh,《台北總公司》整租 營運管理師_假日PT,Others
8u9r2,AI串流影音生成工程師,AI Engineer / Researcher
72jad,資料庫管理人員,Others
8sfa3,【物流技術】資深工程師(運輸開發科),General Software Engineer
88m2a,營建內業專員,Others
8uyty,石材工程師,General Software Engineer
8tlkm,【儲能專案】儀電工程師(台北),General Software Engineer
67nva,PHP後端工程師(台北市),Backend Engineer
7sd8n,水電工程師,General Software Engineer
746h1,總務人員/行政人員,Others
8v5i1,台北-MIS專員,Others
7mx7g,【全遠端｜年薪 100-170 萬】資深後端工程師｜Senior Backend Engineer｜視訊面試 線上面試｜長期招募中,Backend Engineer
897io,[台北總部]身心障礙人才招募專區,Others
6so54,系統分析師(System Analyst),Others
8pxiw,"[PDS] Project  Manager, D&B (Taipei 101, 20F/台北信義區)",AI Engineer / Researcher
8pr1a,系統開發/系統分析師,Others
8vw4w,製造生產處【生產製程工程師】Manufacturing / Process Engineer,General Software Engineer
8vdv8,客服人員-駐點(HGT),Others
8w04x,專案工程師,General Software Engineer
8ponx,工程師助理,General Software Engineer
8o6by,【採購室】採購人員(視經歷核定職級與薪資),Others
8tcjs,C#軟體研發工程師,Backend Engineer
7p5ll,數據工程師(平台),Data Engineer
6ge82,[工務部]工務主管(須有工地主任證照，具土木技師證照尤佳）,Others
4u5yg,.Net專案軟體工程師 (部門擴編),Backend Engineer
791zn,行政總務人員 / Administrative Assistant,Others
8i9vo,資料科學實習生 Data Science Intern,Data Scientist / Analyst
8w2be,【中經院】行政(助理)管理師,Others
8p7zy,Microsoft 365 系統管理員,Others
8nas8,數位防災勇士【前端工程師】,Frontend Engineer
8ujd5,【外商】Senior Data Product Manager (Data Engineering background)／資深數據產品經理,Data Engineer
8tljk,軟體專案經理（Software Project Manager）,General Software Engineer
8im9r,AI 系統整合工程師 (AI Integration Engineer),AI Engineer / Researcher
8vzt6,【支援青年就業計畫】AMI台電智慧電表(通訊規劃與現場維護)-約聘工程師(北區),General Software Engineer
8p38y,軟體工程師_14231,General Software Engineer
8jky7,營造成控採購專案,Others
8kzd3,Senior Deep Learning Engineer,AI Engineer / Researcher
8n5ip,"產品經理 Product Manager -商業分析(數數發中心, DDT)_I00020674",Others
7sa5e,GIS圖資數化及測試、資訊專案助理實習、社群行銷 | (學生實習) - PBU,QA / Automation Engineer
8dlri,Java後端工程師,Backend Engineer
8daq4,BI專案工程師 /BI Project Engineer（台北）,General Software Engineer
8unwo,軟體UX設計師,Frontend Engineer
86p0e,資訊部-系統管理人員,Others
8vwy9,工地副主任,Others
8a99u,總部加盟事業處-行政工務助理,Others
72r0i,PHP後端工程師(Backend Engineer),Backend Engineer
7bdqy,【行動智慧研發處】Data Engineer,Data Engineer
8vzud,SWRD_ Backend Engineer (C#.Net) 後端工程師,Backend Engineer
6y1ic,資深軟體工程師 Senior Software Engineer(錦州街) (可年後報到),General Software Engineer
7ky1h,軟體工程師_Java_101B,Backend Engineer
8r9e5,工程部助理,Others
8t5vs,助理工程師,General Software Engineer
8cvpf,技術部 - 後端工程師,Backend Engineer
8qg0q,Uipath自動化流程工程師,QA / Automation Engineer
82tsp,ASP.NET MVC/.NET Core 軟體工程師 (無工作經驗或應屆畢業生可),Backend Engineer
8v5s8,AI 應用工程師 (AI Vibe Coding Programmer),AI Engineer / Researcher
7v2kq,.NET程式設計師,Backend Engineer
7dp3x,會計人員,Others
8iw69,土建採購助理,Others
8ecfm,工地主任,Others
88d8j,工程助理(無經驗可/不須加班/見紅休)★歡迎應屆畢業生★,Others
3jn30,系統工程師_0353,DevOps / SRE / Cloud Engineer
8uqyc,工務助理,Others
8s6ym,綜業部【北投區】駐場機電，薪48000起,Others
8m48u,前端工程師,Frontend Engineer
8u7nj,【工務專員】起薪不怕低，有管道有獎金，帶你一路拚出高薪,Others
8pueu,後端工程師,Backend Engineer
7fif3,軟體工程師－B10F,General Software Engineer
6qjzn,室內設計室內裝修工程師(台北),General Software Engineer
8ocmf,鼎新ERP軟體應用工程師,General Software Engineer
8rvkv,採購專員,Others
8w36e,【一站式數位領導品牌】網路管理處_客訴工程師_Max34K_BI,General Software Engineer
8qbe8,【PropTech數位人才】資深後端工程師│實驗店,Backend Engineer
8su6h,後端工程師,Backend Engineer
8w445,Golang後端工程師,Backend Engineer
8qosp,資深後端工程師,Backend Engineer
8vnah,Java / Senior Java 後端工程師,Backend Engineer
8oflj,拍拍印-前後端工程師,Backend Engineer
8w6fb,Junior 後端工程師,Backend Engineer
848if,【台北】後端工程師 /資深後端工程師(Golang),Backend Engineer
8pu60,後端工程師,Backend Engineer
8w6dz,後端工程師 (Mid ~ Senior),Backend Engineer
8mfqn,後端工程師 - PHP/Laravel,Backend Engineer
8qvvg,後端工程師 Backend Engineer,Backend Engineer
8uz8o,行銷部-數據後端工程師（Backend Engineer）,Backend Engineer
8ht6j,後端工程師,Backend Engineer
8564a,PHP後端工程師,Backend Engineer
8um70,後端工程師,Backend Engineer
83lkq,程式設計師 Product Dev Programmer(產品團隊),General Software Engineer
8q36n,後端工程師,Backend Engineer
782sf,後端工程師,Backend Engineer
8mz3e,Back-End Engineer 後端工程師,Backend Engineer
6ts5g,PHP後端工程師,Backend Engineer
8tji5,資深後端工程師（Golang）,Backend Engineer
8hhj9,網頁後端工程師,Backend Engineer
8rj9u,後端工程師,Backend Engineer
82973,資深後端工程師【今周刊─數位內容部】,Backend Engineer
8tahe,【OwlPay】Backend Engineer/後端工程師,Backend Engineer
89olt,資深後端工程師 / Senior Software Engineer - Backend (NodeJS),Backend Engineer
8ojch,【積極徵才】PHP資深後端工程師 Senior Backend Engineer,Backend Engineer
8udst,【台北】後端工程師 Backend Engineer — System & Service Architect,Backend Engineer
83wqg,後端工程師 (AI) Backend Engineer,AI Engineer / Researcher
87ux8,Java後端工程師,Backend Engineer
8ukkx,後端工程師,Backend Engineer
8t338,資深後端工程師,Backend Engineer
8e4a0,【資訊板塊】Backend Engineer 初階後端工程師-企業金融 Global B2B_I00017613,Backend Engineer
8oz7i,後端工程師,Backend Engineer
8rydt,後端工程師 / 資深後端工程師,Backend Engineer
8qr3r,系統後端工程師 (Golang + AWS Serverless),DevOps / SRE / Cloud Engineer
8dhbl,Backend Engineer (Java) 後端工程師,Backend Engineer
8troy,資深後端工程師 Senior Backend Engineer,Backend Engineer
8jevz,後端工程師(投保通),Backend Engineer
8ug1s,"Sr. Software Engineer, Backend 資深後端工程師",Backend Engineer
7mt5b,WEB 後端工程師,Frontend Engineer
87u5c,後端工程師,Backend Engineer
6a07m,系統後端工程師,Backend Engineer
8nk1j,後端工程師(台北內湖),Backend Engineer
8pasj,資深C#後端工程師/架構師/Team Lead,Backend Engineer
8uqxe,後端工程師 (Node.js)｜AI 新創,AI Engineer / Researcher
84eyc,網站後端工程師,Backend Engineer
8tglm,後端工程師 Back-end Engineer,Backend Engineer
8tce3,資深後端工程師(專案),Backend Engineer
8qfff,後端工程師【中大型品牌事業群】,Backend Engineer
8j2jg,【前瞻研究籌獲中心】系統後端工程師(台北),Backend Engineer
8urv6,【擴編】Software Engineer / Java Engineer (Backend) - 後端工程師(Spring boot),Backend Engineer
8vd14,【台北】Backend Engineer_Golang 後端工程師,Backend Engineer
8dqd1,【諮詢服務】企業應用諮詢 - 後端工程師,Backend Engineer
7yyv3,"【SaaS】資深後端工程師 / Sr.Backend Engineer (.NET Core, .NET 6, C#)",Backend Engineer
8tic8,後端工程師 Backend Developer【後端組】,Backend Engineer
8m40y,Backend Developer 後端工程師,Backend Engineer
8si5n,Golang 系統後端工程師,Backend Engineer
8a80w,【資訊板塊】Backend Engineer資深後端工程師-企業金融 Global B2B_I00016809,Backend Engineer
87di7,C# .NET Core 後端工程師｜金融系統開發,Backend Engineer
8otky,Senior Laravel Web Developer 資深後端工程師【股感媒體科技】,Frontend Engineer
8vom1,初階後端工程師 (Node.js)｜AI 新創,AI Engineer / Researcher
8it05,統一超商電子商務資深後端工程師(uniopen eCommerce Senior Backend Engineer)(技術一),Backend Engineer
8c0uu,資深後端工程師(Golang),Backend Engineer
83xpq,"【SaaS】後端工程師 / Jr.Backend Engineer (.NET Core, .NET 6, C#)",Backend Engineer
8af7m,資深後端工程師 - Golang,Backend Engineer
8vsv9,Java後端工程師,Backend Engineer
82txu,後端工程師_Backend Engineer(Ruby on Rails)_PaGamO,AI Engineer / Researcher
8jrtl,資深Java後端工程師 / Senior Java BE Engineer,Backend Engineer
8nwol,【網路行銷部】PHP後端工程師,Backend Engineer
81ajn,遊戲後端工程師,Backend Engineer
8r6i7,資深後端工程師  - 車隊管理平台,Backend Engineer
75rxy,RD-後端工程實習生 Backend Engineer Intern,Backend Engineer
7pvz8,Scala 後端工程師,Backend Engineer
8taeo,【OwlPay】Senior Backend Engineer/資深後端工程師,Backend Engineer
8qs1q,官網前端/後端工程師,Frontend Engineer
8ie20,後端工程師,Backend Engineer
8mvji,歡迎加入本集團_誠徵後端工程師(北士科),Backend Engineer
8ugem,建築資訊系統整合  後端工程師,Backend Engineer
88rxu,後端工程師,Backend Engineer
8vn9e,.NET 後端工程師-客服系統課,Backend Engineer
7y2m5,後端工程師,Backend Engineer
8qf9n,後端工程師,Backend Engineer
8spy3,"外商電腦 - 全端工程師,後端工程師 (C#, Azure) - Backend, Fullstack",DevOps / SRE / Cloud Engineer
8tn6l,後端工程師,Backend Engineer
8kgis,後端工程師 Backend Engineer ,Backend Engineer
7gpuf,初階後端工程師 | Junior Backend Developer,Backend Engineer
6wwx9,PHP後端工程師,Backend Engineer
8ef5p,後端工程師-JAVA,Backend Engineer
7kh7k,後端工程師(資訊部),Backend Engineer
7uvyy,PHP後端工程師,Backend Engineer
8pwoi,Golang 後端工程師,Backend Engineer
8tl14,資訊管理處【.NET Core後端工程師】,Backend Engineer
7nk4j,php 前/後端工程師,Backend Engineer
8vna2,Java 後端工程師-客服系統課,Backend Engineer
7dzco,Java後端工程師 (TOC),Backend Engineer
7bw8m,【研發】系統後端工程師,Backend Engineer
5icpr,資深後端工程師(Sr. Backend Engineer),Backend Engineer
8rg17,【PHP資深後端工程師】部份遠端工作,Backend Engineer
8vqv0,【115 年度研發替代役】後端工程師 (AI) Backend Engineer,AI Engineer / Researcher
8czhe,資深 PHP 後端工程師,Backend Engineer
8he8l,JAVA後端工程師 (不同專案) ,Backend Engineer
87dgr,PHP後端工程師,Backend Engineer
