_id,description
839w9,MySQL
79dy9,Python
7ebh4,Python
7ebh4,Go
7ebh4,Node.js
7ebh4,Linux
7ebh4,Github
7ebh4,Git
7ebh4,SaaS
7ebh4,MySQL
7ebh4,VueJS
7ebh4,AngularJS
87e35,Linux
87e35,Java
87e35,Python
87e35,AWS
7csnw,Python
8vznu,Python
8vznu,Git
8osoz,Python
8i1yr,Python
8i1yr,PostgreSQL
6det4,OOP
6det4,Git
6det4,Python
6det4,R
6det4,ETL
8i0ux,Python
7m6kb,Linux
7m6kb,Git
7m6kb,Python
7m6kb,PostgreSQL
8o1vp,Python
8o1vp,PHP
8o1vp,Prompt
8o1vp,NLP
8o1vp,LLM
5pxb7,Java
5pxb7,Python
6vdrl,Python
86b3c,Python
86b3c,Excel
86b3c,Outlook
86b3c,PowerPoint
86b3c,Word
86b3c,中文打字20~50
8srbt,Node.js
8srbt,Python
8srbt,Linux
8srbt,MySQL
8srbt,JavaScript
8srbt,Shell
8tfqn,Python
8tfqn,ETL
8w28h,Github
8w28h,Python
8w28h,PostgreSQL
8w28h,Django
8vo9k,Python
8vo9k,C++
8u9za,Python
8uruw,Excel
8uruw,PowerPoint
8uruw,Word
8n23l,C++
8n23l,Linux
8n23l,Python
8i9lj,Python
8vtso,Linux
8vtso,Python
8vtso,LLM
8vtso,NLP
8vtso,Prompt
8vtso,CSS
7wutt,Linux
7wutt,Python
7wutt,AWS
8ntrt,C#
8ntrt,PostgreSQL
8ntrt,HTML
8ntrt,JavaScript
8ntrt,CSS
8ntrt,ReactJS
8ntrt,AngularJS
8ntrt,VueJS
8ntrt,Angular
8o1vj,NLP
8o1vj,LLM
8o1vj,Python
8o1vj,PHP
8o1vj,ReactJS
8o1vj,VueJS
8o1vj,HTML
8o1vj,MySQL
8o1vj,CSS
77in7,Github
77in7,Python
77in7,Data Modeling
77in7,MySQL
77in7,PL/SQL
77in7,Node.js
8kzwi,Python
8kzwi,PostgreSQL
8kzwi,AWS
863mi,Linux
863mi,Git
863mi,Java
863mi,Python
8vkm5,Python
8vkm5,PostgreSQL
8vkm5,PL/SQL
8vkm5,Java
8bj3i,Java
8bj3i,PHP
8bj3i,Python
8cdue,Linux
8cdue,UML
8cdue,Github
8cdue,Git
8cdue,Python
8cdue,ETL
8cdue,MySQL
8cdue,PostgreSQL
8cdue,RDBMS
8cdue,AWS
8cdue,Django
8qhwv,Python
8w43e,Python
8w43e,MySQL
8v85t,Python
8v85t,Oracle
8v85t,MySQL
8v85t,Git
8va6s,Python
8va6s,Github
8u1ur,Python
8vdth,Python
8vdth,Git
8vdth,LLM
8vdth,MySQL
8vdth,PostgreSQL
8vdth,RDBMS
8vdth,Cloud
8vdth,Linux
8it0d,Graphics
8it0d,LLM
8it0d,Computer Vision
8it0d,Cloud
8it0d,tensorflow
8it0d,PyTorch
8it0d,Visual Studio
8it0d,Python
8it0d,C++
8kgx8,Python
8kgx8,PyTorch
8kgx8,tensorflow
8kgx8,MySQL
8kgx8,PostgreSQL
8kgx8,Django
80bmw,Python
80bmw,Scrum
80bmw,AWS
8j3s8,Java
8j3s8,Python
8j3s8,Go
7izdv,Linux
7izdv,Git
7izdv,Python
7izdv,PostgreSQL
7izdv,JavaScript
7izdv,Django
8us6f,Git
8us6f,Java
8us6f,Python
8us6f,Flutter
8us6f,Dart
8us6f,AWS
8us6f,PowerPoint
8us6f,Firebase
7of3d,Linux
7of3d,Python
8pmnx,Python
8pmnx,MS SQL
8er93,Python
8w3s4,Vmware
8w3s4,Linux
7pitn,Python
7pitn,R
8v6q8,Excel
8v6q8,Python
8tgvu,Python
8tgvu,Excel
8tgvu,Outlook
8tgvu,PowerPoint
8tgvu,Word
8tgvu,中文打字20~50
8th5z,Robot
8th5z,C++
8th5z,Python
89a38,Linux
89a38,Git
89a38,Python
8s79k,Python
8s79k,PostgreSQL
8s79k,JavaScript
8l8j0,Python
8qzgw,Python
8qzgw,TCL
8prbc,Python
8w4lt,C#
8w4lt,C++
8w4lt,Python
8w2v7,Python
8s6er,Linux
8s6er,Python
8s6er,MS SQL
89i4t,Python
8ulmp,C#
8ulmp,Python
8ulmp,AWS
8ulmp,Linux
8ulmp,RDBMS
8vhlk,Python
8vhlk,Git
86cbh,Python
8vzq3,Linux
8vzq3,Python
8p1gz,Linux
8p1gz,Git
8p1gz,Python
8p1gz,PostgreSQL
8vzvx,Python
8vzvx,SAS
8vn0j,Python
8dhvi,Git
8dhvi,Python
8vsla,Python
8vsla,C
8vsla,C++
8vsla,OpenCV
8vsla,C#
8alde,C#
8alde,Java
8alde,Python
8alde,MS SQL
8vsus,C#
8vsus,Python
8vsus,Scrum
8juxi,Python
8juxi,MS SQL
6xtfl,Python
8vglt,Python
86auy,C++
86auy,Python
8uzes,Python
8uzes,Go
8ummw,Python
8ummw,MS SQL
7tib9,Excel
7tib9,Word
7tib9,中文打字50~75
7tib9,文中系統
7tib9,PowerPoint
66cft,C#
66cft,Python
66cft,Go
66cft,Socket
66cft,MS SQL
8w54s,Android
8w54s,Python
3o5cn,Python
3o5cn,R
3o5cn,MS SQL
3o5cn,Excel
3o5cn,Tableau
3o5cn,Power BI​
7evi2,Git
7evi2,Java
7evi2,Spring
7evi2,Socket
8noqu,C#
8noqu,Python
4ftgq,Java
4ftgq,Python
4ftgq,XML Web services
8jz7u,Python
8jz7u,PowerPoint
8jz7u,Excel
8uhgu,Python
8b3wj,Python
8w0h7,Python
8w0h7,Shell
8vupu,Python
8vupu,MySQL
8bqzx,Linux
8bqzx,Shell
8bqzx,Python
8bqzx,Vmware
8bqzx,AWS
8bqzx,Excel
8w03q,Jenkins
8w03q,Linux
8w03q,Python
8w03q,AWS
6vhj8,Linux
6vhj8,Java
6vhj8,Python
8mp5t,Python
8mp5t,Linux
7hqn3,C#
7hqn3,Java
7hqn3,Python
7hqn3,Go
7hqn3,JavaScript
81za3,Python
8sbho,Git
8sbho,Python
8sbho,R
8sbho,MLOPs
8fm9f,Linux
8fm9f,Git
8fm9f,Python
8fm9f,Vmware
8fm9f,AWS
8fm9f,SaaS
8fm9f,Cloud
8fm9f,MySQL
8fm9f,Google Cloud
8fm9f,Github
8fm9f,Shell
4u9yz,Python
8syzj,MS SQL
8syzj,Python
8rbbl,Python
8vw61,Python
868l6,Linux
868l6,C
868l6,C++
868l6,Python
868l6,Firmware
8viql,Linux
8viql,Python
7tkwm,Python
7s21z,Python
7s21z,Excel
7s7c8,Python
7s7c8,ChatGPT
7s7c8,Line
79idb,LLM
79idb,Python
8jxww,Python
8jxww,Blender
8jxww,Unity
8jxww,ArcGis
8jxww,GIS
7gqav,Python
7gqav,SAS
8q79p,Linux
8q79p,Android
8q79p,iOS
8q79p,JIRA
8v00p,Python
8v00p,SAS
8rf0p,Python
8rf0p,PostgreSQL
8vruy,Python
8hphc,Perl
8hphc,Python
8hphc,TCL
8hphc,RTL
8hphc,Verilog
7uazx,Linux
7uazx,Shell
7uazx,Windows 10
7uazx,Python
7u4cw,C#
7u4cw,Python
7u4cw,VBA
7u4cw,Excel
8rjfn,C#
8rjfn,Python
8rjfn,Robot
8rjfn,PLC
72rt2,Python
72rt2,MS SQL
8phod,Python
8phod,Java
7rqvi,Python
87pey,Python
87pey,VBA
8vg3d,Python
8vg3d,MS SQL
8vg3d,MySQL
8vg3d,AWS
8udp2,C++
8udp2,Python
8udp2,Matlab
8v0lt,Shell
8v0lt,Python
8v0lt,AWS
8txvy,C
8txvy,C#
8txvy,C++
8txvy,Python
8txvy,JavaScript
8txvy,Catia
8txvy,Pro/E
8kg3e,COBOL
8kg3e,PHP
8kg3e,Python
8kg3e,MySQL
7sldi,Linux
7sldi,Python
8edl5,Python
8edl5,Cloud
7bc53,Linux
7bc53,C
7bc53,Python
7bc53,Firmware
8uxe9,Python
8uxe9,Excel
8uxe9,MySQL
7tkdx,Python
7tkdx,Excel
8vbn8,SAS
8vbn8,Python
8vbn8,R
5cdpt,Python
5cdpt,R
8q42a,Python
8q42a,AWS
8s9e1,JavaScript
8s9e1,Python
8vu3g,Python
8vu3g,Github
7nvpv,Python
7nvpv,C++
7dpwf,Python
7dpwf,MS SQL
6k2x6,Python
6k2x6,LLM
6k2x6,Prompt
86nbr,Linux
86nbr,UNIX
86nbr,Python
86nbr,JavaScript
86nbr,Hive
8vsph,Python
8tw56,Python
8tw56,Git
8tw56,PyTorch
8tw56,tensorflow
8tw56,Github
8vyto,JavaScript
8vyto,Python
6ttpk,Python
6ttpk,JavaScript
8dumw,Github
8dumw,Git
8dumw,C
8dumw,C++
8dumw,Python
8v5zm,C#
8v5zm,Python
8v5zm,Scrum
8vz35,Python
8vz35,PyTorch
8vz35,tensorflow
8vz35,Keras
7rfk2,Excel
7rfk2,Outlook
7rfk2,PowerPoint
7rfk2,Word
7rfk2,Python
7rfk2,VBA
8o4hy,Python
8o4hy,Security
8o4hy,Linux
8o4hy,MCU
8o4hy,Github
73nm5,Python
73nm5,AWS
8vq0s,Python
8vq0s,Excel
8vq0s,Word
8vq0s,PowerPoint
440va,Linux
440va,PHP
440va,Python
440va,MySQL
440va,HTTP
8vuq1,JavaScript
8vuq1,Python
8scdw,NLP
8scdw,LLM
8scdw,PyTorch
8scdw,tensorflow
80g1d,Python
80g1d,ETL
80g1d,SAP
8ripk,Prompt
8ripk,Python
5x6rx,C++
5x6rx,Python
8ktwx,Flutter
8ktwx,SWIFT
8ktwx,Python
8vxe2,ASP.NET
8vxe2,C#
8vxe2,Python
8vxe2,PL/SQL
6l4ie,Python
8nhbg,Python
7sx7j,Github
7sx7j,Git
7sx7j,Python
7sx7j,MySQL
7sx7j,PostgreSQL
7sx7j,JavaScript
7sx7j,Node.js
8vdhm,Python
8vdhm,Java
8w00g,Python
8w00g,MySQL
8w00g,PostgreSQL
7f52h,Git
7f52h,Python
7f52h,MS SQL
8o10x,C#
8o10x,Java
8o10x,Python
8o10x,Go
8u2py,Python
8u2py,JavaScript
8u2py,SAP
8nnsu,Python
8nnsu,Fox Pro
8n0ae,Linux
8n0ae,Shell
8n0ae,DOS
8n0ae,Python
8n0ae,MS SQL
71ewl,Python
8ix5r,ChatGPT
8ix5r,AWS
8ix5r,Microsoft Azure
8ix5r,LLM
8ix5r,SaaS
8ix5r,Python
8ix5r,C#
7fbv6,C#
7fbv6,Python
8w4ml,C#
8w4ml,C++
8w4ml,Python
86aui,Linux
86aui,C++
86aui,Python
8nh6s,Linux
8nh6s,Python
8nh6s,Shell
8u9yr,C++
8u9yr,LLM
8u9yr,Python
81z9y,Python
6gyzz,Python
6gyzz,HTML
6gyzz,JavaScript
6gyzz,Excel
6gyzz,PowerPoint
6gyzz,Word
7b3z5,Python
7b3z5,R
8o4g1,Python
8o4g1,Scrum
8o4g1,AWS
8o4g1,Cloud
8o4g1,Linux
8o4g1,Github
8t9ak,LLM
8t9ak,Python
8vwj9,Python
8vwj9,JIRA
8ry0k,Linux
8ry0k,C
8ry0k,Python
80zs2,Juniper
80zs2,Linux
80zs2,Python
80zs2,Shell
7xem0,Python
7xem0,MS SQL
7xem0,PL/SQL
7xem0,Oracle ERP
7xem0,鼎新
70c5w,Python
70c5w,MS SQL
70c5w,Excel
70c5w,PowerPoint
70c5w,Word
70c5w,Tableau
7015h,Python
7hf8u,Github
7hf8u,Python
7hf8u,UNIX
8vx6h,Python
8pth3,Python
8pth3,JavaScript
8vykp,C
8vykp,C++
8vykp,Python
886zg,Linux
886zg,Shell
886zg,UNIX
886zg,FORTRAN
886zg,Matlab
886zg,Python
8tfut,Git
8tfut,Python
8tfut,ETL
8tfut,AWS
8vwuw,Python
8jxgl,Python
7nlpu,C
7nlpu,C++
7nlpu,Python
7bdre,Linux
7bdre,Java
7bdre,Python
7bdre,JDBC
7bdre,MySQL
7bdre,ODBC
8ax0e,Perl
8ax0e,Python
8ax0e,TCL
8ax0e,FPGA
8ax0e,Verilog
827of,Python
827of,JavaScript
8vwz4,Python
8vwz4,LLM
8tj3r,Matlab
8tj3r,Python
8tj3r,Circuit Design
8ctwm,C#
8ctwm,C++
8ctwm,Java
8ctwm,Python
82fm4,C
82fm4,C++
82fm4,Python
82fm4,ARM
82fm4,OrCAD
82fm4,Linux
83n03,Python
7adje,PHP
7adje,Python
8d9q5,C#
8d9q5,Python
8d9q5,Games
8d9q5,Graphics
8d9q5,Unity3D
8d9q5,Unity
87vf0,Python
87vf0,C++
87vf0,VBA
8tlc9,PyTorch
8tlc9,tensorflow
8tlc9,Python
8qiki,Linux
8qiki,Android
8qiki,C
8qiki,C++
8qiki,Python
8khkq,Python
8khkq,AWS
8s9ep,JavaScript
8s9ep,Python
8vhbn,MS SQL
8vhbn,Database Administrator
8vhbn,Microsoft Azure
8vhbn,Python
8vq2s,LLM
8vq2s,Python
8vq2s,Prompt
76wdy,Python
76wdy,R
76wdy,SAS
76wdy,SPSS
889qn,Linux
889qn,Windows Server 2019
889qn,Git
889qn,Python
889qn,Visual Studio
889qn,MS SQL
8qtc6,Python
5b9pe,C
5b9pe,Matlab
5b9pe,Python
5b9pe,RF
7zniz,Excel
7zniz,PowerPoint
7zniz,Word
8vtw0,C
8vtw0,C#
8vtw0,C++
8vtw0,Python
8vfap,Python
8vfap,Node.js
8npsb,Linux
8npsb,Git
8npsb,Python
8dun1,Github
8dun1,Git
8dun1,C
8dun1,C++
8dun1,Python
8ttxa,Excel
8ttxa,Word
8ttxa,PowerPoint
8ttxa,Outlook
8ttxa,Python
86m48,Linux
86m48,C
86m48,C++
86m48,Python
8qg50,Python
85p23,Matlab
85p23,Python
85p23,Circuit Design
8q7iu,Linux
8q7iu,Shell
8q7iu,Python
8w0v6,Java
8w0v6,C#
8w0v6,Shell
8w0v6,Python
6purq,Python
8jf4u,Python
8jf4u,Excel
8jf4u,PowerPoint
8jf4u,Word
8gizh,Jenkins
8gizh,Python
8gizh,Microsoft Azure
8gizh,AWS
8sjrz,Python
8sjrz,Go
8sjrz,JavaScript
8bhd6,C
8bhd6,C++
8bhd6,PHP
8bhd6,Python
8bhd6,MS SQL
8bhd6,AWS
8bhd6,Node.js
8bhd6,Django
7gsl1,Linux
7gsl1,C
7gsl1,C++
7gsl1,Python
8uhqz,Python
7dgf0,Linux
7dgf0,C++
7dgf0,Python
3omui,Linux
3omui,C
3omui,Python
3omui,TCP/IP
7zvdt,Linux
7zvdt,Shell
7zvdt,Jenkins
7zvdt,Python
7zvdt,Vmware
7r3xj,Java
7r3xj,Python
8uyor,Python
7ufiz,C++
7ufiz,Matlab
7ufiz,Python
7ufiz,DSP
7ufiz,Firmware
8sbi5,Git
8sbi5,Python
8sbi5,MLOPs
8sbi5,tensorflow
8sbi5,PyTorch
8oeu7,Linux
8oeu7,Windows Server 2019
8oeu7,Python
8mcsu,Python
8mcsu,MS SQL
8mcsu,Oracle
8mcsu,AWS
8pgjp,C++
8pgjp,C
8qgpd,Python
8qgpd,MS SQL
8qgpd,MySQL
8qgpd,Node.js
8qgpd,Angular
8lbae,Python
8lbae,Tableau
8oko8,Linux
8oko8,Python
8oko8,MySQL
8v3a4,Python
8vuuq,MySQL
8vuuq,Python
8vuuq,Node.js
8vuuq,Microsoft SharePoint
8vuuq,Power BI​
8vv2p,Go
8vv2p,Python
8vv2p,SDLC
8vv2p,AWS
8vv2p,Java
8vv2p,Cloud
8te5j,Python
8te5j,Angular
8te5j,VueJS
8te5j,ReactJS
89q9w,Linux
89q9w,Git
89q9w,Python
89q9w,HTML
8ria5,Python
8sf6z,AWS
8sf6z,PHP
8sf6z,Node.js
8sf6z,JavaScript
8sf6z,Github
8sf6z,Git
8sf6z,MySQL
8sf6z,Python
8sf6z,LLM
477n9,C
477n9,C++
477n9,Perl
477n9,Python
477n9,JavaScript
477n9,VBScript
6cmoy,Linux
6cmoy,Python
82ow9,Java
82ow9,Python
82ow9,HTML
82ow9,JavaScript
73am4,Python
73am4,MySQL
73am4,hadoop
73am4,Hive
8mx4c,Python
8mx4c,C++
8mx4c,tensorflow
8mx4c,Keras
8lrzp,PostgreSQL
8lrzp,Linux
8lrzp,Github
8lrzp,Jenkins
8lrzp,Git
8lrzp,C
8lrzp,C++
8lrzp,Python
8lrzp,MySQL
8lrzp,DNS
8lrzp,FTP
8lrzp,HTTP
8lrzp,LAN
8lrzp,Security
8lrzp,TCP/IP
8lrzp,UDP
8v8bf,Python
84ozd,Github
84ozd,Java
84ozd,Python
84ozd,MySQL
84ozd,AWS
84ozd,Node.js
8mvrc,Python
8mvrc,JavaScript
8v4qf,FPGA
8v4qf,C++
8v4qf,Matlab
8v4qf,Bluetooth
8v4qf,LabVIEW
8v4qf,Python
8v4qf,RF
8qluu,Node.js
8qluu,Python
8qluu,Git
8qluu,VueJS
8qluu,ReactJS
8teog,Python
8teog,Jenkins
8f6tx,C
8f6tx,C++
8f6tx,Matlab
8f6tx,Visual Studio
8f6tx,LabVIEW
8f6tx,PLC
8f6tx,Python
6sfcs,Linux
6sfcs,Shell
6sfcs,Python
6sfcs,Go
6sfcs,PostgreSQL
6sfcs,AWS
6liq7,Python
6liq7,ETL
6liq7,MySQL
6liq7,AWS
8v0md,Python
8v0md,PyTorch
8v0md,tensorflow
85lsy,C++
85lsy,Python
8v0if,Linux
8v0if,Mac OS
8v0if,Shell
8v0if,Git
8v0if,Python
8v0if,MySQL
8v0if,JavaScript
8v0if,TCP/IP
8syby,HTML
8syby,CSS
8syby,Python
8syby,JavaScript
8syby,ChatGPT
8syby,PostgreSQL
8cx69,Java
8cx69,Python
8cx69,Go
8cx69,ETL
8cx69,MySQL
8cx69,PostgreSQL
8cx69,AWS
8pfsd,C
8pfsd,C#
8pfsd,C++
8pfsd,Java
8pfsd,Python
8pfsd,VBA
8pfsd,JavaScript
8vx4e,Python
8vx4e,Java
8vx4e,Outlook
8vx4e,Excel
8vx4e,PowerPoint
8vx4e,Word
8vx4e,C++
7mof7,Java
7mof7,Python
82l4y,Python
82l4y,Ethernet
82l4y,Excel
82l4y,Outlook
82l4y,PowerPoint
82l4y,Word
87c1w,Line
87c1w,Python
87c1w,JavaScript
5o7vg,CSS
5o7vg,XML
5o7vg,JavaScript
5o7vg,HTML
5o7vg,ETL
5o7vg,Python
5o7vg,Git
5o7vg,OOP
5o7vg,Linux
7ic9x,Python
7ic9x,TCP/IP
8qef4,AutoCAD
8qef4,C#
8qef4,Python
6vncx,Python
6vncx,R
6vncx,Excel
6vncx,PowerPoint
6vncx,SAS
6vncx,SPSS
7trsb,Github
7trsb,Jenkins
7trsb,Python
7trsb,Node.js
8v1yi,Excel
8v1yi,ChatGPT
8v1yi,Python
8s80o,C
8s80o,C++
8s80o,Java
8s80o,Python
8kzkg,Shell
8kzkg,Python
8kzkg,AWS
7befx,Python
7befx,R
7befx,SAS
83q2e,JIRA
83q2e,Excel
83q2e,Python
8s6bz,Python
8s6bz,PyTorch
8s6bz,Linux
8s6bz,Github
8s6bz,tensorflow
8s6bz,AWS
8t3oy,Security
8t3oy,tensorflow
8t3oy,Python
8vsn9,C++
8vsn9,Python
8uacf,SPSS
8uacf,Python
8uacf,Excel
8uacf,Power BI​
8uacf,JavaScript
8uacf,ANSI SQL
8uacf,PowerPoint
8tyah,Python
7bqjo,C#
7bqjo,Java
7bqjo,Python
8utb8,Python
8utb8,C#
8utb8,ChatGPT
8utb8,Canva
8utb8,MS SQL
7u6ny,Python
7u6ny,MS SQL
7u6ny,Excel
7u6ny,PowerPoint
7u6ny,Word
8uert,Python
8uert,JavaScript
8uert,Node.js
8uert,Git
8uert,VueJS
8t1cx,Java
8t1cx,OOP
8t1cx,Go
8t1cx,Git
8t1cx,Github
8t1cx,Python
8t1cx,Node.js
6nfj4,Java
6nfj4,JavaScript
6nfj4,Python
8jm2q,Git
8jm2q,C
8jm2q,C++
8jm2q,Python
8uxvj,Python
8uxvj,VueJS
8uxvj,C#
8uxvj,JavaScript
8n9di,C++
8n9di,Python
8n9di,R
8rmhd,AWS
8rmhd,MySQL
8rmhd,Git
8rmhd,Go
8rmhd,Python
7wutg,Linux
7wutg,Python
7wutg,AWS
7wutg,HTML
7wutg,JavaScript
7wutg,CSS
8ta3u,C
8ta3u,Python
8ta3u,AWS
8ta3u,Linux
8ta3u,IoT
8ta3u,Shell
8ta3u,Git
8ta3u,TCP/IP
8ta3u,DNS
8ta3u,VPN
8p6el,C++
8p6el,Java
8p6el,Python
8p6el,AWS
8p6el,FTP
8v92t,Excel
8v92t,PowerPoint
8v92t,Project
8v92t,Word
8v92t,Axure RP
8v92t,Python
8v92t,MS SQL
8v92t,Power BI​
8tm23,C#
8tm23,Python
8tm23,HTML
8tm23,JavaScript
8tm23,jQuery
8qpsc,Git
8qpsc,Linux
8qpsc,Microsoft Azure
8qpsc,C#
8qpsc,Python
7hzhp,Linux
7hzhp,Git
7hzhp,Python
7hzhp,MS SQL
7hzhp,Oracle
7hzhp,Django
7k1tw,Git
7k1tw,Python
8r19c,Linux
8r19c,Python
8r19c,Shell
7ovi4,C#
7ovi4,Java
7ovi4,PHP
7ovi4,Python
7ovi4,Ruby
7ovi4,JavaScript
8fu73,Linux
8fu73,Java
8fu73,Python
8fu73,MS SQL
87nyk,C#
87nyk,Python
87nyk,VBA
87nyk,MS SQL
6omzw,Linux
6omzw,Github
6omzw,C
6omzw,C++
6omzw,Python
6omzw,Robot
8e0qu,Linux
8e0qu,Shell
8e0qu,Git
8e0qu,C++
8e0qu,Python
8uy0z,Python
8uy0z,VueJS
8uy0z,C#
8uy0z,JavaScript
8qb1r,C#
8qb1r,Python
8qb1r,JavaScript
8tn3e,Linux
8tn3e,Django
8tn3e,Python
8tn3e,Git
8ste0,Excel
8ste0,Python
8pxgc,SAP
8pxgc,Python
8pxgc,ABAP
8m01b,Git
8m01b,Java
8m01b,Python
8m01b,Go
8m01b,MySQL
8m01b,JavaScript
8fvcr,Git
8fvcr,Python
8fvcr,MS SQL
8fvcr,Excel
8fvcr,PowerPoint
8fvcr,Word
8fvcr,ETL
8tq4p,AWS
8tq4p,Cloud
8tq4p,Python
8tq4p,PyTorch
8tq4p,tensorflow
8tq4p,Keras
8tdh6,Linux
8tdh6,Shell
8tdh6,Git
8tdh6,Python
7ez67,Linux
7ez67,Github
7ez67,Git
7ez67,Python
7ez67,R
7ez67,MS SQL
7ez67,PostgreSQL
6f8mk,Git
6f8mk,PHP
6f8mk,Python
6f8mk,MS SQL
6f8mk,MySQL
6f8mk,AWS
6f8mk,ReactJS
6x70p,Jenkins
6x70p,VPN
6x70p,TCP/IP
6x70p,ssh
6x70p,Load Balancing
6x70p,JIRA
6x70p,AWS
6x70p,PostgreSQL
6x70p,Database Management
6x70p,Python
6x70p,Git
6x70p,Github
6x70p,Shell
6x70p,Mac OS
6x70p,Linux
7ss79,TCP/IP
7ss79,DNS
7ss79,SNMP
7ss79,LDAP
7ss79,Linux
7ss79,UNIX
7ss79,DHCP
7ss79,Security
7ss79,Python
7yyvh,Python
8apl8,LLM
8apl8,NLP
8apl8,Python
8apl8,PyTorch
8apl8,Git
8apl8,Prompt
6zwzf,C#
6zwzf,Python
6zwzf,Unity3D
7h1g3,Git
7h1g3,C++
7h1g3,Python
8md2v,Python
86poa,Python
86poa,MS SQL
86poa,PostgreSQL
8ii1s,Linux
8ii1s,C++
8ii1s,Python
8ii1s,Git
8s4rf,Django
8s4rf,JavaScript
8s4rf,Python
8s4rf,PostgreSQL
8s4rf,MySQL
8s4rf,Git
8s4rf,AWS
8v3ae,Python
8q8zl,Flutter
8q8zl,Figma
8q8zl,Node.js
8q8zl,Git
8q8zl,Python
8q8zl,AWS
8q8zl,ChatGPT
8suko,VBA
8suko,Python
8suko,Java
8vodx,Python
8vodx,C#
8vodx,Java
8vodx,Git
8vodx,Microsoft Azure
8vodx,Database Management
7gu74,Linux
7gu74,C#
7gu74,C++
7gu74,Java
7gu74,Python
7gu74,Go
7gu74,JavaScript
7c3kc,Android
7c3kc,iOS
7c3kc,ASP.NET
7c3kc,C#
7c3kc,Python
7c3kc,Objective-C
7c3kc,SWIFT
7c3kc,MS SQL
7c3kc,JavaScript
7c3kc,Web Master/Developer
7dmt5,C
7dmt5,C++
7dmt5,Python
8761y,Linux
8761y,Shell
8761y,Github
8761y,Git
8761y,Python
8761y,Django
8pq48,Python
8pq48,PyTorch
8pq48,NLP
8pq48,LLM
8tkj0,Python
8tkj0,Microsoft Azure
8tkj0,MS SQL
8kboa,C++
8kboa,Python
8vn90,Python
8vn90,Excel
8n46u,Shell
8n46u,Linux
8n46u,Python
8vs0s,Python
8vs0s,Node.js
8vs0s,Linux
7mgua,Python
7mgua,R
7mgua,Excel
7mgua,PowerPoint
7mgua,Word
7mgua,中文打字20~50
7mgua,英文打字20~50
7mgua,Tableau
7mgua,Power BI​
7mgua,SAS
7mgua,SPSS
8vydf,Python
8vydf,AWS
8vydf,Github
6o899,Linux
6o899,Github
6o899,C
6o899,C++
