_id,job_name
37tef,資料工程師 (BI)
8v996,A－軟體業 ETL資料工程師（台北）
8ukbm,資料品質測試工程師
8p8r6,資料工程師(雲端工程師)-AI系統整合team【全家便利商店關係企業】
8ikwv,資料工程師
8qvzq,【風控資料工程師】Data Engineer(Risk Analytics)
8ekil,資料工程師 (Data Engineer)
8rkm8,【前瞻研究籌獲中心】資料工程師(台北)
7g1tw,Data Engineer/ 資料工程師
7n5ln,Data Engineering Intern 實習資料工程師
8s3nl,資料分析工程師
8lxd2,D4000 資料工程師(推薦/搜尋)
8p7ye,(資深)資料工程師 (Senior)Data Engineer
74xkx,資料工程師 (DW)
7u8qk,Senior Data Engineer 資深資料工程師
885y2,"資料科學工程師 Machine Learning Engineer  - 人工智慧科技 (數數發中心, DDT)_I00016271"
8k6xg,資料工程師
8ppdw,D02-資料工程師(DE)_旅遊科技部_數據營運組
8tony,遠雄房地產-數據/資料工程師
8uyns,資料工程師(實習)
8v4qb,資料工程師【數據組】
8opms,"【國泰集團】資料科學工程師 (數據架構工程師) – (數數發中心, DDT)"
7bdqr,【研究發展處】Big Data Engineer 資料工程師 / Senior Big Data Engineer 資深資料工程師
8qbni,【國泰投信】資料工程師 Data Engineer_I00022210
79xm7,SAS資料工程師-3DW291
8lttn,資料工程師 (Data Engineer)
8a399,【數位驅動】資料科學工程師 (數數發中心，DDT)_I00005022
86d2k,【產品處】【數據組DataTeam】資料工程師/數據工程師/Data Engineer
8pi2u,"【數位驅動】資料科學工程師 (數數發中心,DDT)_I00021770"
8dbr3,廣告平台資料工程師
1yf7o,資料庫程式工程師
8msz8,資料科學家(AI工程師)-AI系統二team【全家便利商店關係企業】
8t6vw,資料科學家(AI工程師)-AI系統一team【全家便利商店關係企業】
7gnzs,[台北] ETL/ 資料分析/ 報表開發/ BI工程師
7pv3l,資料科學家/工程師
8s7c8,資料分析工程師 (PS2A0)
7xwf5,【資應一】資料維運工程師 (總公司)
8ugrj,ETL 資料工程師/大數據工程師
8904l,資料庫工程師
85jia,【AI資料中心】機電系統工程師
7rzpi,資料庫工程師(資訊部)
6ne1i,[DE] 資料庫管理工程師  Database Administrator (DBA)
83q03,資料庫助理工程師
8v5bc,【資訊板塊】數據工程師_企業資料倉儲_I00024590
8fvv9,Backend Developer / Software Engineer 後端工程師
89ofn,【數位驅動】資料科學工程師_ 數據管理_I00003122
6shtp,【產品處】【數據組DataTeam】AI工程師/資料科學家/機器學習工程師
6k5nz,【DBA】MySQL / SQL Server DBA  資料庫管理工程師
8pr4c,【Fintech 金融科技 】Data Engineer 資料/數據 工程師
8p29j,統一超商資深資料科學家(uniopen客戶資料平台CDP)
7dbtt,資料庫工程師
6xiif,I202 資料庫管理工程師 (可遠端工作)
7x4u0,資料軟體工程師-2CF13B
8vfbp,DBA資料庫管理師(總公司)
49ko5,【DBA】SQL Server Database Developer / 資料庫開發工程師
8tddi,資料標註AI助理工讀生/ 實習生 (視表現可轉正）
8vms5,【資料分析師 】Data Analyst
8qbnl,【國泰投信】資深資料工程師 Senior Data Engineer_I00022193
88y3w,DB資料庫工程師
87w7s,"資料科學工程師 Data Engineer -數據科技(數數發中心, DDT)_I00014628"
8k2no,資料庫解決方案工程師/顧問
8rh44,EBS 財務系統暨資料倉儲工程師
7xlmi,【威脅分析中心】資安資料分析工程師(台北)
87176,【數位驅動】資料科學工程師_Data (數數發中心，DDT)_I00011494
8a39h,"【數位驅動】資料科學分析師 - 專案管理 (數數發中心,DDT)_I00009813"
8nyuz,資料庫工程師 Database Engineer
6cpmh,資料庫助理工程師
8b6z0,網路資料庫軟體工程師
8ae3g,資料庫工程師助理
8p29x,統一超商技術經理(uniopen客戶資料平台CDP)
8u985,MongoDB資料庫工程師
7f8rb,資料庫工程師(PI1)
8vo0n,資深資料科學家
87kgr,"資料科學分析師 Data Scientist - 人工智慧科技 (數數發中心, DDT)_I00014622"
8v0ke,【Infra】資料庫資深工程師
8708t,數位資訊處 資料庫管理師(台北/新竹)
8lrxp,巨量資料分析平台工程師
8jisv,資料庫管理員
8vf5u,DBA(資料庫管理師)
893g3,【ADB 數位行銷】行銷資料分析師
8w18m,C08-資料工程師(DE)_互動科技與數位體驗部_場域實驗組
8w4ol,【派遣至外商銀行|6個月短期專案】Junior Data Analyst 資料分析師(年後報到)
7kabt,[ Python ] Senior Data Engineer 資料工程師  #Data & AI  #ACT年度敏捷組織
8ve5q,資料庫管理員 (DBA)
8o5i2,人工智慧 / 機器學習資深軟體工程師 AI/ML Senior Software Engineer
87w15,"(雲端)資料科學工程師 Data Engineer - 數據科技 (數數發中心, DDT)_I00014635"
7c52x,大數據ETL資料庫工程師(台北)
7p7cw,爬蟲暨資料工程師
8hjx1,PA0438 車用電子AI影像資料處理工程師(內湖)
8nbzv,數位轉型｜資訊工程師 (SAP Business One 及資料庫維運)
8b6h3,<緯來集團> 資深資料工程師
8opbx,AI 資料管理師（AI Data Manager）（時薪制薪水無上限，時間彈性運用）
8ppdi,D02-資料架構師(DA)_旅遊科技部_數據營運組
6s193,資料庫開發工程師-F22Q
6yjxf,【MyGo AI大數據】Proptech/Fintech-Python後端工程師/資料科學家/數據分析師
7m03d,【資訊】SQL Server資料庫管理人員-DBA
8rnbr,【總公司】資料庫工程師 (硬體部)
8hztb,"資料科學工程師 (Data Engineer) -- 資料科學實驗室 (數數發中心,DDT)_I00018190"
89kkk,雲平台資料庫管理員 Database Administrator(Engineer)
7zy22,資料交換專員/ Data Exchange Specialist
8cy3h,Senior Software Engineer (Frontend)
8q5sd,【視訊面談】資訊_資料倉儲工程師
86z76,【年後報到】HANA資料分析設計專員
8lops,【系統管理】資料庫管理規劃師
4owz9,Database Administrator Engineer  (DBA) 資料庫工程師  #MS SQL  #Data & AI  #ACT年度敏捷組織 #Team Leader 為技術大神
8p4jy,資料庫管理師(DBA)
6jd84,Oracle資料庫【技術顧問/工程師】(台北)
87vo6,"資料科學工程師 （Data Science R&D）雲原生平台產品開發 - 資料科學研發 (數數發中心, DDT)_I00015788"
7z3gu,Data Project Manager 資料專案經理 #Data & AI  #ACT年度敏捷組織
68x6w,"【雷亞遊戲_產品研發處】Software Engineer, Site Reliability and Architecture (伺服器維運與架構可靠度改良)"
8tk1g,資料庫主任
8n911,"【國泰集團】 AI資料科學家 Data&AI Scientist – (數數發中心, DDT)_I00020724"
8ls5g,Sr. Full-stack/Java Software Engineer (NE)
8u93b,資料科學家_(創新發展處)
84ajs,MSSQL DBA 資料庫管理人員
8uhg9,PA0504 AI 資深資料科學家 AI Senior Data Scientist(內湖)
8cxjq,Senior Software Engineer (iOS)
6v4vg,資料庫維護軟體開發(實習)
82r7e,【雲服務部】- DBA資料庫管理師
72jad,資料庫管理人員
8i9vo,資料科學實習生 Data Science Intern
6y1ic,資深軟體工程師 Senior Software Engineer(錦州街) (可年後報到)
89olt,資深後端工程師 / Senior Software Engineer - Backend (NodeJS)
8ug1s,"Sr. Software Engineer, Backend 資深後端工程師"
8urv6,【擴編】Software Engineer / Java Engineer (Backend) - 後端工程師(Spring boot)
8eirr,Python後端工程師 Python Backend Engineer_24233
8t66m,"Software Engineer, Backend 後端工程師"
8da01,Software Engineer軟體工程師（後端）
8mn25,【軟體工程師 - 後端】Software Engineer - Backend
8qln9,Software Engineer (軟體工程師)
8drrw,Senior Software Engineer-資深軟體工程師
8iz0g,C# Software Engineer (Cloud Platform)
8rf8o,Backend Software Engineer 後端整合工程師
7fmiq,Software Engineer (Full-stack Developer) 軟體工程師-台北市
8soya,Senior Software Engineer (Full-stack Developer) 軟體工程師-台北市
7ibvb,Software Engineer／Programmer 軟體工程師 (.NET)(技術顧問 Technical Consultant）
8voqb,軟體工程師 (Software Engineer)
8qs5f,R0007815: (Sr.) Software Engineer in Windows Agent
81z9z,軟體實習工程師 Software Engineer Intern ( 長期實習 )
6f7w2,Tech Lead Software Engineer
8qs57,R0007814: (Sr.) Software Engineer in Linux Agent
8vw29,115 年度研發替代役-限海外留學歸國 [遠端]-軟體工程師-Web前端/後端網頁Full Stack Web Software Engineer
8vqx4,2. Python工程師(金控公司)
8tc51,[遠端實習]-軟體工程師-Web前端/後端網頁Full Stack Web Software Engineer
8aama,Software Engineer
8t9j8,【Senior Software Engineer x Golang】
7dspd,【TenMax】後端軟體工程師 (Software Engineer - Backend)
8t7ol,Software Engineer (Backend)
8t3a2,Software Engineer
8re3s,[遠端]-軟體工程師-Web前端/後端網頁Full Stack Web Software Engineer
7dspg,【TenMax】資深後端軟體工程師 (Senior Software Engineer - Backend)
8ikjk,Sr. Software Engineer - Backend
8jn9a,初階軟體工程師 Junior Software Engineer
8ft9t,資料分析工程師(內湖-銀行業)
7ob2g,Data Analyst資料分析師
87fz6,調查研究專題中心-資料工程師
6nqi9,金融資料分析師(Financial Data Analyst) (MUST SUBMIT A FORMAL CV TO: HR@VERTIPOINT.COM TO BE CONSIDERED)
7umaj,資深工程師 Senior Software Engineer
6pw99,Python 工程師
8vgs5,調查研究專題中心-SRDA學術調查研究資料庫-國科會實證計畫資料工程師
8n8v0,"【國泰集團】資料科學工程師 (數據應用工程師) – (數數發中心, DDT)_I00020717"
8n8z2,"【國泰集團】資料科學工程師（數據應用開發）- 數據科技 - (數數發中心, DDT)_I00020720"
8tihn,principal Software Engineer-C++
8w2gc,Senior Backend Engineer (GoLang & Python) - RV IoT Platform
8tt8t,Senior Software Engineer-LLM
6ojg2,(1665)Backend Software Engineer
8t67y,Software Engineer
7fcwq,Software Engineer –SLAM
8urnq,Software Engineer (Cloud - Backend) (80254)
8u8ol,AI Assisted Software Engineer
8w4gp,資訊部應用組專員/資深專員 (資料科學與應用 Data Science & Applications)
8vhx5,Embedded Software Engineer
7fcwk,Software Engineer – Fitness
8uy0v,RD21943 Senior/Junior DevOps/SRE - Software Engineer(Enterprise Networking)
8dmz2,"Software Engineer, Backend Development (Graduate)"
8sses,【軟體工程師 - Android】Software Engineer - Android
8tihp,Senior Software Engineer-c++
8rjnp,"〔SZ〕Frontend Software Engineer 美商,自由開放的組織文化"
76lsw,軟體工程師 Fullstack Software Engineer
8cw2e,Senior Software engineer (Cloud service)
8qcdg,Staff Software Engineer (Cloud - Backend) (79094)
5v1d7,Software Engineer – Motion Sensor
8w5k0,"Software Engineer Intern, Machine Learning Platform (Ad Cloud)"
885yd,【軟體工程師 - iOS】Software Engineer - iOS
8jf53,(Sr.)Software Engineer
8matm,App軟體工程師(Frontend/App Software Engineer)
8vka0,【2026 RDSS研發替代役】Cloud Software Engineer - GeForce Now (RDSS Intern)
8vwya,"〔RND〕Software Engineer 美商,自由開放的組織文化"
8vn76,"Software Engineer, BSP and System  (NC)"
8w2au,半導體製造業【Software Engineer (Manufacturing Systems)】D80/G85/G78
8vxg8,網站營運與後端技術助理工程師（WordPress / Python / SEO）
8b8bs,python工程師
8943y,數據工程師｜AI產業｜Python｜歡迎新鮮人與資深開發者
8ttei,軟體工程師 (Python / Django)
8vq68,Google 專案 | Python 開發工程師 | YouTube Lab (新店)
8u9pl,(新店) Python Developer | YouTube Lab
86yyz,Python 工程師 (擴編)
7ovbk,TV/STB-Python Developer (工作地點：新店)
8rcw1,【雲端系統部】Python工程師 (中和)
5572i,好好證券-後端工程師 Backend Engineer (熟 Python、RESTful API )
8r2lk,Python Engineer (工作地點: 新店)
7a7hl,Python軟體工程師 (Acoustics)(派駐海外)
7at7v,Smart Device Automation Developer - Python (工作地點：新店)
8tpxh,Silicon Test Engineer - Python (工作地點: 板橋)
43gvt,網站開發全端工程師 (Python)
7f9ff,Python軟體工程師
8qvc2,Software Developer-Scripts/Python(工作地點: 新店)
8lywq,(SLT) 自動化測試工程師/Python | 工作地點: 新北市
8t7f3,gChip Power Engineer (Python & Linux Shell Script) (工作地點：板橋)
8e1a0,資料工程師 Data Engineer_汐止
8rc7d,資料科學家 (Data Scientist – Product-Oriented)
8ixn5,【電子商務部】初階後端工程師｜電商自動化 × Python × 系統優化潛力股 ( AI 自動化 / Django 系統架構 )
7kn6f,Python後端工程師-1
69za2,T－Python 工程師_人才招募
89ndh,資料科學家 (Data Scientist – Solution Delivery)
8w6pa,資料工程師
8uh36,Software Engineer – Payment terminal (支付終端軟體工程師)
8r6fl,(Sr.) Automation Software Engineer (資深)自動化軟體工程師_新店廠
88nmv,資料科學家 Data Scientist(大數據發展事業處)
8t7zj,"LLT_AI服務後端資深工程師/Leader (Backend Engineer, Python/Django/Flask/FastAPI)"
8soqw,Software Engineer (Lab)
7eby6,資料工程師
7z55c,IT資料工程師(Data Engineer)
8e74p,資料工程師/後端工程師
8d5t3,《研發》軟體工程師(Software Engineer)
8rt88,[研究]泌尿科/碩士級專任研究助理(資料AI工程師))
7bsfh,軟體研發工程師 / Software Engineer – R&D
8o07k,資料服務部門主管_汐止
8nyln,資料科學家 Data Science_汐止
65x2j,【獵鷹】PE24013-影像辨識軟體工程師 Image Recognition Software Engineer【研替可】
8fj1p,資深資料科學家  Senior/Junior Data Scientist
6non1,軟體開發工程師 (Switch Software Engineer - Diagnostics)
7ppks,AI Software Engineer (Junior/Senior)
8riln,Software Engineer
8iy9i,資料科學/深度學習工程師
7ve30,Software Engineer (Hybrid)
7fywv,後端工程師(Python)
8v05w,【學期實習】雲端資料保護 AI 實習生(汐止/台北新生/新竹)
87ia5,研發高級工程師(Python)
8cmor,"LLT_AI服務後端工程師(Backend Engineer, Python/Django/Flask/FastAPI)"
83pwo,Sr. Software Engineer
8im9q,Python 後端軟體工程師 (AI / AI Agent 應用)【研發處】
8nt4n,Senior Software Engineer
83y5p,軟體工程師 Software Engineer
87ijv,研發資深工程師(Python)
8sdt9,Software Engineer(工程師/主管)
8san7,Software Engineer
8bvhf,軟體開發工程師 Python 自動控制
8tj0e,資料庫暨雲數據管理工程師
8w3rx,Oracle資料庫管理師-政金部(PS180)
8thjn,【學期實習】Software Engineer - Deep Learning and Computer Vision (4~6個月)
8rsd9,台灣大哥大集團-資料數據分析師
89i21,(DeepQ)User Experience Software Engineer 使用者經驗軟體工程師-DQ000001
70tf5,【全球智慧製造】資料科學工程師 Data Scientist
6km6y,資料庫管理師-政府暨企業應用領域(PS250)
8w84a,"Software Engineer, Fuchsia Performance"
8e6sq,資料分析工程師
8qssf,軟體工程師Software Engineer
8oqb0,LLT3-Intelligent Cloud & Software Engineer
8t166,"Sr. Software Engineer, Android System"
5r4gs,全端軟體工程師 Full Stack Software Engineer
8bxhz,Camera Software Engineer
8v2q1,【深耕計畫辦公室】研究助理(範疇四專案-系統與資料工程師)
6u99m,軟體開發工程師 (Software Engineer - BSP Development)
8v0kz,【凱基銀行】2026企業實習_資料助理工程師
8s83i,HQ－資深資料工程師（DataOps導向）（汐止總部）
8uwwg,Data Validation 生產測試資料驗證 | 半導體 | 工作地點: 新北市
8uwb1,HQ－數據分析資料庫實習生（Software Database Intern）（汐止總部）
8o31e,資料工程師(FEM)
68tpe,資料工程師 (Data Engineer)
8jddq,Software Engineering Manager_TC27762
8n4nv,(08)【2025新幹班】軟體工程類Software Engineering
8teep,Switch Software Engineer 軟體研發工程師_汐止_00000
8mczc,資訊應用工程師 / BI & Software Engineer
5dbi6,DBA 資料庫工程師
8v5y7,(Sr.) Software Engineer-TC27851
7z809,AI軟體工程師 AI Software Engineer (Data Science & AI Team)
8iks7,Python 開發工程師(IoT/AI 應用)課程講師-新北地區認證中心
80cw5,Python課程講師-永和認證中心
8ul8p,Software Engineer_TC27621
7flqy,Python測站開發工程師(CPD-X)
8kzsu,【全球智慧製造】資深資料工程師(Data Lakehouse)
8kzta,【全球智慧製造】資料工程師(Data Lakehouse)
8uh3k,Payment Software Engineer – Test Automation (自動化測試軟體工程師)
7o7fr,Python程式課程講師(三重區)
58xv4,Software Engineer (Testing Automation)
8w8rk,資料庫工程師（MS SQL)-政金部(PS180)
8t2it,資料平臺工程師（資料開發 & 資料庫設計方向）
8kzt9,【全球智慧製造】資料工程師(Data Self-service Enable)
8kzsm,【全球智慧製造】資深資料工程師(Data Self-service Enable)
7q4wh,資料庫工程師(資訊營管部)
8tzj4,資料中心叢集設計研發工程師
8vv6o,資料庫工程師(資訊處 網管部)
817gq,資料倉儲工程師
8ulg3,IT-資料庫管理工程師
8tuir,汽車資料支援工程師
7z7cv,資料分析報表工程師
8blvt,【工程部】法人｜資料輸入人員 key-in intern(JIRA450)
7gotd,Oracle DBA 資料庫管理工程師
6i7pc,Oracle DB資料庫維運駐點工程師 (新北汐止區）
3k39u,資料中心電力系統設計工程師
8nala,【GIT100】DBA 資料庫管理員
8jaxj,MS SQL（SQL SERVER）資料庫駐點工程師（新北汐止區）
5giyy,光罩資料處理工程師
8arx2,【JAVA 工程師 (生產相關資料運作)】
83cbr,[資訊]數位發展部/資料庫管理師
740gc,AI資料標記工讀生【歡迎身心障礙者】
8ap2c,Software Engineer (Java)
7u32j,﹝研發替代役﹞光罩資料處理工程師
77puv,資料管理師
6sdbn,Senior Software Engineer
8v24i,【AI Data Center】資料中心架構師
7izg3,AI資料標記工讀生
8vfmx,【RD】AI Software Engineer
